episode,length,time,reward,delta
0,15.0,0.0010814748679877084,-2.2,-0.999577877549443
1,36.0,0.0022035006356873055,-4.000000000000002,-0.9994668092701525
2,4.0,0.00031735486845718697,-1.4,-0.9999963409608041
3,6.0,0.00043089738778689934,-1.2,-0.9994467541836334
4,10.0,0.0006657399903815531,-1.7,-0.9498896786087687
5,32.0,0.0019482062750739715,-3.9000000000000012,-0.949713988582396
6,29.0,0.001764493067867079,-3.700000000000001,-1.0002314866193953
7,8.0,0.00054726083976675,-1.4,-0.8920836265030877
8,5.0,0.00036672118108072027,-1.5,-0.9248946535853682
9,5.0,0.0003709525792601198,-1.5,-0.9494545158240449
10,9.0,0.0006029742498867563,-1.9,-0.9995864829688164
11,17.0,0.0013628628510105045,-1.6,-0.699662996671969
12,14.0,0.0009122189380832424,-2.3,-0.3498314983359845
13,14.0,0.000901287826081898,-1.4,-0.8881547277624011
14,12.0,0.0007916240881513659,-1.6,-0.17491574916799224
15,36.0,0.002194685222775661,-3.2000000000000006,-0.49344726728959265
16,71.0,0.004246208138283691,-6.899999999999995,-0.4624473267926841
17,12.0,0.0007789298933857935,-2.0,-0.89236827527547
18,15.0,0.0009566486196490587,-2.5,-0.9998054704082416
19,6.0,0.0004294869218028907,-1.5,-0.9037318259857692
20,18.0,0.0011830284258849133,-2.0,-0.4518659129928845
21,41.0,0.00249899327991443,-3.800000000000001,-0.8224328024666221
22,51.0,0.003074463440952968,-4.8000000000000025,-0.4747272579120225
23,9.0,0.0006124948959040921,-1.7,-1.0001799377333953
24,14.0,0.0009041087582772889,-2.0,-0.49375419332142634
25,35.0,0.0021442610604935908,-4.400000000000002,-0.9499667200593989
26,21.0,0.0013134965383869712,-3.0000000000000004,-1.000015184353851
27,14.0,0.0011103894228199351,-1.7,-0.6433293571474121
28,3.0,0.00026904640503744304,-1.3,-0.5140416205619897
29,8.0,0.0005525500873773126,-1.4,-0.2468770966607131
30,13.0,0.0008476901150515914,-2.0999999999999996,-0.7249433486846592
31,27.0,0.0016629395101972477,-3.3000000000000007,-0.9996211964767744
32,8.0,0.000551139621393304,-1.5,-0.7657935092958784
33,16.0,0.0010222352923392464,-1.7999999999999998,-0.6353838194704209
34,6.0,0.00043019215490858187,-1.4,-0.48011793614139864
35,4.0,0.0003117130040664051,-1.4,-0.9072421570362864
36,9.0,0.0006100265802615468,-1.7,-0.7422098007502185
37,29.0,0.0017955233215616317,-2.9000000000000004,-1.000029342322553
38,6.0,0.00043089738778689934,-1.6,-0.6578051995985847
39,80.0,0.004913005978323781,-5.6,-0.5286240766924135
40,19.0,0.0012013644848138938,-1.7,-0.643254335837129
41,55.0,0.003302606329725677,-5.5,-0.5697698292339571
42,54.0,0.003227146394237934,-4.100000000000001,-0.9501934648858272
43,12.0,0.0007792825099386391,-2.2,-0.37110490037510924
44,32.0,0.001955963838554453,-3.0000000000000004,-0.18555245018755462
45,37.0,0.002277197488638194,-3.500000000000001,-0.1234385483303565
46,37.0,0.002238409671235786,-3.500000000000001,-0.31769190973521044
47,85.0,0.005040653158630448,-7.8999999999999915,-0.9999532955606409
48,30.0,0.0018374846877122764,-3.800000000000001,-0.9073993380962411
